days_asymp_lax,days_asymp_strict,total_infected,total_not_detected,students_affected,students_disrupted,panel,panelname,asymp_ratio,beta_aerosol_factor,mu_pip,world,protocol,simulation_number,betaenv,betaindex,index_asymp
16,16,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,9.6,6,1,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,17.6,6,1,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24.8,9.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,8,5,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,11.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,10.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,18.4,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,12,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,10.4,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,8.4,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,20,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,6,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,13.2,6,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24,24,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
28,9.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,12,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
33.6,19.2,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,10,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
25.6,25.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,17.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
23.2,23.2,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
19.2,14.8,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,20,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,16.8,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24,24,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,18,8,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,9.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,15.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,16,6,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
29.6,23.6,8,2,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
29.6,13.2,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
27.2,13.6,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
39.2,28.4,7,2,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
39.2,25.2,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
36,12.4,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,10.8,6,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,10.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
32,21.2,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,10.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
26.4,16,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,15.6,7,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,20.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
31.2,11.2,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
19.2,10,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,9.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
6.4,6.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,17.6,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,10.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
19.2,19.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
38.4,37.2,9,2,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,21.6,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
29.6,29.6,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,22,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,15.2,6,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,10.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,16.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,20.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,9.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
33.6,10,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,21.6,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,16.8,6,0,25,26,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
25.6,12,7,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,11.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,14.8,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,18.4,7,0,35,35,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,10.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,15.2,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,9.6,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,10.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,15.2,6,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,15.2,5,1,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24,11.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,8.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,16,7,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
36.8,36.8,9,2,35,35,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,16,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
26.4,26.4,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,22.4,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,8.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
37.6,26,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,11.6,6,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,20,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,17.6,7,0,35,35,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,10.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,8.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24,10.4,7,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,11.2,6,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,18,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24,13.6,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
30.4,8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
